State,City,UnleadedPetrol,PremiumUnleadedPetrol,UnleadedPetrol E10,UnleadedPetrol 98,Diesel,BiodieselB5,Date
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,178.65,N/A,2026-01-30
WESTERN AUSTRALIA,PERTH,149.82,161.19,N/A,175.48,157.93,N/A,2026-01-30
WESTERN AUSTRALIA,PORT HEDLAND,177.02,N/A,N/A,N/A,186.08,N/A,2026-01-30
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,158.76,N/A,2026-01-29
NEW SOUTH WALES,SYDNEY,151.15,158.47,151.56,172.43,158.70,N/A,2026-01-29
NORTHERN TERRITORY,DARWIN,155.52,163.99,N/A,N/A,164.20,N/A,2026-01-29
QUEENSLAND,BRISBANE,149.35,156.57,150.49,170.75,157.39,165.98,2026-01-29
QUEENSLAND,CAIRNS,155.62,168.86,N/A,N/A,162.91,N/A,2026-01-29
QUEENSLAND,GLADSTONE,155.10,162.45,N/A,N/A,161.16,N/A,2026-01-29
QUEENSLAND,MACKAY,155.72,N/A,N/A,N/A,161.34,N/A,2026-01-29
QUEENSLAND,TOWNSVILLE,154.92,164.05,N/A,181.03,162.36,N/A,2026-01-29
QUEENSLAND,WEIPA,178.16,N/A,N/A,N/A,172.22,N/A,2026-01-29
SOUTH AUSTRALIA,ADELAIDE,150.48,159.04,152.26,174.17,159.25,N/A,2026-01-29
SOUTH AUSTRALIA,PORT LINCOLN,156.92,N/A,N/A,183.37,166.40,N/A,2026-01-29
TASMANIA,DEVONPORT,155.12,164.91,N/A,N/A,165.04,N/A,2026-01-29
TASMANIA,HOBART,155.21,164.97,N/A,180.79,164.38,N/A,2026-01-29
VICTORIA,GEELONG,148.51,155.74,N/A,170.23,157.69,N/A,2026-01-29
VICTORIA,MELBOURNE,148.51,155.74,149.67,170.23,157.69,N/A,2026-01-29
WESTERN AUSTRALIA,BROOME,194.79,203.81,N/A,N/A,189.21,N/A,2026-01-29
WESTERN AUSTRALIA,COCOS Island,N/A,366.59,N/A,N/A,208.66,N/A,2026-01-29
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,178.84,N/A,2026-01-29
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,161.90,N/A,2026-01-29
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,178.84,N/A,2026-01-29
WESTERN AUSTRALIA,PERTH,150.28,161.63,N/A,175.96,158.11,N/A,2026-01-29
WESTERN AUSTRALIA,PORT HEDLAND,177.73,N/A,N/A,N/A,186.26,N/A,2026-01-29
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,158.50,N/A,2026-01-28
NEW SOUTH WALES,SYDNEY,151.22,158.51,151.61,172.50,158.43,N/A,2026-01-28
NORTHERN TERRITORY,DARWIN,155.54,164.00,N/A,N/A,163.90,N/A,2026-01-28
QUEENSLAND,BRISBANE,149.40,156.61,150.54,170.82,157.11,165.73,2026-01-28
QUEENSLAND,CAIRNS,155.69,168.93,N/A,N/A,162.65,N/A,2026-01-28
QUEENSLAND,GLADSTONE,155.17,162.50,N/A,N/A,160.90,N/A,2026-01-28
QUEENSLAND,MACKAY,155.79,N/A,N/A,N/A,161.07,N/A,2026-01-28
QUEENSLAND,TOWNSVILLE,155.00,164.12,N/A,181.14,162.10,N/A,2026-01-28
QUEENSLAND,WEIPA,178.27,N/A,N/A,N/A,172.01,N/A,2026-01-28
SOUTH AUSTRALIA,ADELAIDE,150.55,159.09,152.31,174.25,158.98,N/A,2026-01-28
SOUTH AUSTRALIA,PORT LINCOLN,156.99,N/A,N/A,183.45,166.17,N/A,2026-01-28
TASMANIA,DEVONPORT,155.20,164.97,N/A,N/A,164.81,N/A,2026-01-28
TASMANIA,HOBART,155.29,165.02,N/A,180.87,164.15,N/A,2026-01-28
VICTORIA,GEELONG,148.57,155.77,N/A,170.29,157.41,N/A,2026-01-28
VICTORIA,MELBOURNE,148.57,155.77,149.72,170.29,157.41,N/A,2026-01-28
WESTERN AUSTRALIA,BROOME,195.24,204.26,N/A,N/A,189.00,N/A,2026-01-28
WESTERN AUSTRALIA,COCOS Island,N/A,366.61,N/A,N/A,208.41,N/A,2026-01-28
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,178.54,N/A,2026-01-28
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,161.61,N/A,2026-01-28
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,178.54,N/A,2026-01-28
WESTERN AUSTRALIA,PERTH,150.30,161.66,N/A,176.00,157.82,N/A,2026-01-28
WESTERN AUSTRALIA,PORT HEDLAND,178.02,N/A,N/A,N/A,185.99,N/A,2026-01-28
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,158.43,N/A,2026-01-27
NEW SOUTH WALES,SYDNEY,151.27,158.63,151.65,172.66,158.37,N/A,2026-01-27
NORTHERN TERRITORY,DARWIN,155.56,164.09,N/A,N/A,163.81,N/A,2026-01-27
QUEENSLAND,BRISBANE,149.45,156.72,150.56,170.96,157.04,165.65,2026-01-27
QUEENSLAND,CAIRNS,155.74,169.07,N/A,N/A,162.58,N/A,2026-01-27
QUEENSLAND,GLADSTONE,155.24,162.65,N/A,N/A,160.81,N/A,2026-01-27
QUEENSLAND,MACKAY,155.86,N/A,N/A,N/A,160.99,N/A,2026-01-27
QUEENSLAND,TOWNSVILLE,155.05,164.25,N/A,181.30,162.03,N/A,2026-01-27
QUEENSLAND,WEIPA,178.35,N/A,N/A,N/A,171.99,N/A,2026-01-27
SOUTH AUSTRALIA,ADELAIDE,150.59,159.21,152.34,174.41,158.92,N/A,2026-01-27
SOUTH AUSTRALIA,PORT LINCOLN,157.06,N/A,N/A,183.60,166.12,N/A,2026-01-27
TASMANIA,DEVONPORT,155.27,165.10,N/A,N/A,164.76,N/A,2026-01-27
TASMANIA,HOBART,155.35,165.15,N/A,181.04,164.10,N/A,2026-01-27
VICTORIA,GEELONG,148.61,155.88,N/A,170.43,157.33,N/A,2026-01-27
VICTORIA,MELBOURNE,148.61,155.88,149.74,170.43,157.33,N/A,2026-01-27
WESTERN AUSTRALIA,BROOME,195.62,204.72,N/A,N/A,188.98,N/A,2026-01-27
WESTERN AUSTRALIA,COCOS Island,N/A,366.69,N/A,N/A,208.33,N/A,2026-01-27
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,178.45,N/A,2026-01-27
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,161.52,N/A,2026-01-27
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,178.45,N/A,2026-01-27
WESTERN AUSTRALIA,PERTH,150.33,161.74,N/A,176.12,157.74,N/A,2026-01-27
WESTERN AUSTRALIA,PORT HEDLAND,178.28,N/A,N/A,N/A,185.91,N/A,2026-01-27
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,158.07,N/A,2026-01-24
NEW SOUTH WALES,SYDNEY,151.40,158.86,151.79,172.91,158.03,N/A,2026-01-24
NORTHERN TERRITORY,DARWIN,155.69,164.30,N/A,N/A,163.44,N/A,2026-01-24
QUEENSLAND,BRISBANE,149.58,156.95,150.70,171.22,156.70,165.30,2026-01-24
QUEENSLAND,CAIRNS,155.88,169.31,N/A,N/A,162.22,N/A,2026-01-24
QUEENSLAND,GLADSTONE,155.40,162.90,N/A,N/A,160.47,N/A,2026-01-24
QUEENSLAND,MACKAY,156.01,N/A,N/A,N/A,160.64,N/A,2026-01-24
QUEENSLAND,TOWNSVILLE,155.19,164.51,N/A,181.58,161.67,N/A,2026-01-24
QUEENSLAND,WEIPA,178.53,N/A,N/A,N/A,171.67,N/A,2026-01-24
SOUTH AUSTRALIA,ADELAIDE,150.72,159.46,152.47,174.66,158.58,N/A,2026-01-24
SOUTH AUSTRALIA,PORT LINCOLN,157.22,N/A,N/A,183.85,165.80,N/A,2026-01-24
TASMANIA,DEVONPORT,155.42,165.35,N/A,N/A,164.43,N/A,2026-01-24
TASMANIA,HOBART,155.51,165.41,N/A,181.31,163.77,N/A,2026-01-24
VICTORIA,GEELONG,148.74,156.11,N/A,170.69,156.98,N/A,2026-01-24
VICTORIA,MELBOURNE,148.74,156.11,149.89,170.69,156.98,N/A,2026-01-24
WESTERN AUSTRALIA,BROOME,196.03,205.23,N/A,N/A,188.67,N/A,2026-01-24
WESTERN AUSTRALIA,COCOS Island,N/A,366.89,N/A,N/A,208.00,N/A,2026-01-24
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,178.09,N/A,2026-01-24
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,161.16,N/A,2026-01-24
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,178.09,N/A,2026-01-24
WESTERN AUSTRALIA,PERTH,150.45,161.96,N/A,176.36,157.37,N/A,2026-01-24
WESTERN AUSTRALIA,PORT HEDLAND,178.59,N/A,N/A,N/A,185.54,N/A,2026-01-24
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,157.84,N/A,2026-01-23
NEW SOUTH WALES,SYDNEY,151.50,159.06,151.89,173.11,157.77,N/A,2026-01-23
NORTHERN TERRITORY,DARWIN,155.80,164.49,N/A,N/A,163.22,N/A,2026-01-23
QUEENSLAND,BRISBANE,149.68,157.15,150.81,171.41,156.45,165.08,2026-01-23
QUEENSLAND,CAIRNS,155.99,169.51,N/A,N/A,161.99,N/A,2026-01-23
QUEENSLAND,GLADSTONE,155.50,163.09,N/A,N/A,160.24,N/A,2026-01-23
QUEENSLAND,MACKAY,156.12,N/A,N/A,N/A,160.41,N/A,2026-01-23
QUEENSLAND,TOWNSVILLE,155.30,164.71,N/A,181.79,161.44,N/A,2026-01-23
QUEENSLAND,WEIPA,178.61,N/A,N/A,N/A,171.42,N/A,2026-01-23
SOUTH AUSTRALIA,ADELAIDE,150.82,159.65,152.58,174.87,158.35,N/A,2026-01-23
SOUTH AUSTRALIA,PORT LINCOLN,157.31,N/A,N/A,184.06,165.56,N/A,2026-01-23
TASMANIA,DEVONPORT,155.51,165.54,N/A,N/A,164.19,N/A,2026-01-23
TASMANIA,HOBART,155.60,165.59,N/A,181.50,163.53,N/A,2026-01-23
VICTORIA,GEELONG,148.85,156.31,N/A,170.89,156.75,N/A,2026-01-23
VICTORIA,MELBOURNE,148.85,156.31,149.99,170.89,156.75,N/A,2026-01-23
WESTERN AUSTRALIA,BROOME,196.03,205.32,N/A,N/A,188.43,N/A,2026-01-23
WESTERN AUSTRALIA,COCOS Island,N/A,367.08,N/A,N/A,207.80,N/A,2026-01-23
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,177.86,N/A,2026-01-23
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,160.94,N/A,2026-01-23
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,177.86,N/A,2026-01-23
WESTERN AUSTRALIA,PERTH,150.56,162.17,N/A,176.57,157.15,N/A,2026-01-23
WESTERN AUSTRALIA,PORT HEDLAND,178.63,N/A,N/A,N/A,185.33,N/A,2026-01-23
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,157.58,N/A,2026-01-22
NEW SOUTH WALES,SYDNEY,151.71,159.32,152.11,173.38,157.51,N/A,2026-01-22
NORTHERN TERRITORY,DARWIN,156.06,164.81,N/A,N/A,162.98,N/A,2026-01-22
QUEENSLAND,BRISBANE,149.90,157.42,151.03,171.70,156.20,164.82,2026-01-22
QUEENSLAND,CAIRNS,156.20,169.79,N/A,N/A,161.71,N/A,2026-01-22
QUEENSLAND,GLADSTONE,155.69,163.37,N/A,N/A,159.96,N/A,2026-01-22
QUEENSLAND,MACKAY,156.32,N/A,N/A,N/A,160.14,N/A,2026-01-22
QUEENSLAND,TOWNSVILLE,155.51,164.99,N/A,182.06,161.16,N/A,2026-01-22
QUEENSLAND,WEIPA,178.79,N/A,N/A,N/A,171.11,N/A,2026-01-22
SOUTH AUSTRALIA,ADELAIDE,151.04,159.93,152.80,175.15,158.07,N/A,2026-01-22
SOUTH AUSTRALIA,PORT LINCOLN,157.51,N/A,N/A,184.35,165.26,N/A,2026-01-22
TASMANIA,DEVONPORT,155.72,165.80,N/A,N/A,163.90,N/A,2026-01-22
TASMANIA,HOBART,155.80,165.86,N/A,181.78,163.24,N/A,2026-01-22
VICTORIA,GEELONG,149.07,156.59,N/A,171.17,156.49,N/A,2026-01-22
VICTORIA,MELBOURNE,149.07,156.59,150.21,171.17,156.49,N/A,2026-01-22
WESTERN AUSTRALIA,BROOME,195.90,205.25,N/A,N/A,188.11,N/A,2026-01-22
WESTERN AUSTRALIA,COCOS Island,N/A,367.36,N/A,N/A,207.59,N/A,2026-01-22
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,177.64,N/A,2026-01-22
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,160.69,N/A,2026-01-22
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,177.64,N/A,2026-01-22
WESTERN AUSTRALIA,PERTH,150.82,162.48,N/A,176.89,156.89,N/A,2026-01-22
WESTERN AUSTRALIA,PORT HEDLAND,178.64,N/A,N/A,N/A,185.09,N/A,2026-01-22
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,157.01,N/A,2026-01-21
NEW SOUTH WALES,SYDNEY,151.80,159.48,152.20,173.54,156.94,N/A,2026-01-21
NORTHERN TERRITORY,DARWIN,156.18,165.00,N/A,N/A,162.45,N/A,2026-01-21
QUEENSLAND,BRISBANE,150.00,157.59,151.13,171.86,155.65,164.32,2026-01-21
QUEENSLAND,CAIRNS,156.29,169.92,N/A,N/A,161.15,N/A,2026-01-21
QUEENSLAND,GLADSTONE,155.76,163.50,N/A,N/A,159.41,N/A,2026-01-21
QUEENSLAND,MACKAY,156.38,N/A,N/A,N/A,159.59,N/A,2026-01-21
QUEENSLAND,TOWNSVILLE,155.60,165.11,N/A,182.18,160.60,N/A,2026-01-21
QUEENSLAND,WEIPA,178.82,N/A,N/A,N/A,170.48,N/A,2026-01-21
SOUTH AUSTRALIA,ADELAIDE,151.13,160.08,152.89,175.31,157.50,N/A,2026-01-21
SOUTH AUSTRALIA,PORT LINCOLN,157.56,N/A,N/A,184.50,164.66,N/A,2026-01-21
TASMANIA,DEVONPORT,155.77,165.92,N/A,N/A,163.31,N/A,2026-01-21
TASMANIA,HOBART,155.86,165.98,N/A,181.90,162.65,N/A,2026-01-21
VICTORIA,GEELONG,149.16,156.74,N/A,171.33,155.94,N/A,2026-01-21
VICTORIA,MELBOURNE,149.16,156.74,150.30,171.33,155.94,N/A,2026-01-21
WESTERN AUSTRALIA,BROOME,195.48,204.91,N/A,N/A,187.47,N/A,2026-01-21
WESTERN AUSTRALIA,COCOS Island,N/A,367.53,N/A,N/A,207.12,N/A,2026-01-21
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,177.12,N/A,2026-01-21
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,160.16,N/A,2026-01-21
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,177.12,N/A,2026-01-21
WESTERN AUSTRALIA,PERTH,150.94,162.67,N/A,177.08,156.38,N/A,2026-01-21
WESTERN AUSTRALIA,PORT HEDLAND,178.42,N/A,N/A,N/A,184.56,N/A,2026-01-21
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,156.49,N/A,2026-01-20
NEW SOUTH WALES,SYDNEY,151.97,159.61,152.38,173.67,156.41,N/A,2026-01-20
NORTHERN TERRITORY,DARWIN,156.39,165.18,N/A,N/A,161.96,N/A,2026-01-20
QUEENSLAND,BRISBANE,150.17,157.73,151.33,172.01,155.11,163.82,2026-01-20
QUEENSLAND,CAIRNS,156.48,170.05,N/A,N/A,160.62,N/A,2026-01-20
QUEENSLAND,GLADSTONE,155.93,163.64,N/A,N/A,158.88,N/A,2026-01-20
QUEENSLAND,MACKAY,156.54,N/A,N/A,N/A,159.06,N/A,2026-01-20
QUEENSLAND,TOWNSVILLE,155.78,165.24,N/A,182.33,160.07,N/A,2026-01-20
QUEENSLAND,WEIPA,178.94,N/A,N/A,N/A,169.88,N/A,2026-01-20
SOUTH AUSTRALIA,ADELAIDE,151.31,160.23,153.08,175.45,156.97,N/A,2026-01-20
SOUTH AUSTRALIA,PORT LINCOLN,157.71,N/A,N/A,184.65,164.10,N/A,2026-01-20
TASMANIA,DEVONPORT,155.93,166.05,N/A,N/A,162.73,N/A,2026-01-20
TASMANIA,HOBART,156.01,166.10,N/A,182.02,162.07,N/A,2026-01-20
VICTORIA,GEELONG,149.34,156.88,N/A,171.47,155.42,N/A,2026-01-20
VICTORIA,MELBOURNE,149.34,156.88,150.49,171.47,155.42,N/A,2026-01-20
WESTERN AUSTRALIA,BROOME,195.18,204.57,N/A,N/A,186.88,N/A,2026-01-20
WESTERN AUSTRALIA,COCOS Island,N/A,367.69,N/A,N/A,206.68,N/A,2026-01-20
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,176.64,N/A,2026-01-20
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,159.67,N/A,2026-01-20
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,176.64,N/A,2026-01-20
WESTERN AUSTRALIA,PERTH,151.15,162.84,N/A,177.25,155.89,N/A,2026-01-20
WESTERN AUSTRALIA,PORT HEDLAND,178.32,N/A,N/A,N/A,184.05,N/A,2026-01-20
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,155.32,N/A,2026-01-17
NEW SOUTH WALES,SYDNEY,151.47,159.13,151.91,173.17,155.24,N/A,2026-01-17
NORTHERN TERRITORY,DARWIN,155.95,164.74,N/A,N/A,160.84,N/A,2026-01-17
QUEENSLAND,BRISBANE,149.70,157.27,150.88,171.53,153.97,162.72,2026-01-17
QUEENSLAND,CAIRNS,156.00,169.54,N/A,N/A,159.47,N/A,2026-01-17
QUEENSLAND,GLADSTONE,155.43,163.12,N/A,N/A,157.73,N/A,2026-01-17
QUEENSLAND,MACKAY,156.05,N/A,N/A,N/A,157.91,N/A,2026-01-17
QUEENSLAND,TOWNSVILLE,155.31,164.74,N/A,181.81,158.92,N/A,2026-01-17
QUEENSLAND,WEIPA,178.40,N/A,N/A,N/A,168.64,N/A,2026-01-17
SOUTH AUSTRALIA,ADELAIDE,150.82,159.75,152.61,174.97,155.79,N/A,2026-01-17
SOUTH AUSTRALIA,PORT LINCOLN,157.19,N/A,N/A,184.16,162.88,N/A,2026-01-17
TASMANIA,DEVONPORT,155.41,165.54,N/A,N/A,161.54,N/A,2026-01-17
TASMANIA,HOBART,155.50,165.59,N/A,181.50,160.88,N/A,2026-01-17
VICTORIA,GEELONG,148.86,156.42,N/A,171.00,154.26,N/A,2026-01-17
VICTORIA,MELBOURNE,148.86,156.42,150.04,171.00,154.26,N/A,2026-01-17
WESTERN AUSTRALIA,BROOME,194.14,203.52,N/A,N/A,185.64,N/A,2026-01-17
WESTERN AUSTRALIA,COCOS Island,N/A,367.30,N/A,N/A,205.65,N/A,2026-01-17
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,175.52,N/A,2026-01-17
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,158.53,N/A,2026-01-17
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,175.52,N/A,2026-01-17
WESTERN AUSTRALIA,PERTH,150.70,162.42,N/A,176.81,154.77,N/A,2026-01-17
WESTERN AUSTRALIA,PORT HEDLAND,177.50,N/A,N/A,N/A,182.93,N/A,2026-01-17
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,154.02,N/A,2026-01-16
NEW SOUTH WALES,SYDNEY,150.66,158.29,151.10,172.34,153.95,N/A,2026-01-16
NORTHERN TERRITORY,DARWIN,155.14,163.92,N/A,N/A,159.58,N/A,2026-01-16
QUEENSLAND,BRISBANE,148.90,156.43,150.05,170.70,152.67,161.49,2026-01-16
QUEENSLAND,CAIRNS,155.17,168.70,N/A,N/A,158.17,N/A,2026-01-16
QUEENSLAND,GLADSTONE,154.59,162.27,N/A,N/A,156.43,N/A,2026-01-16
QUEENSLAND,MACKAY,155.20,N/A,N/A,N/A,156.61,N/A,2026-01-16
QUEENSLAND,TOWNSVILLE,154.47,163.87,N/A,180.93,157.62,N/A,2026-01-16
QUEENSLAND,WEIPA,177.54,N/A,N/A,N/A,167.29,N/A,2026-01-16
SOUTH AUSTRALIA,ADELAIDE,150.01,158.91,151.79,174.11,154.48,N/A,2026-01-16
SOUTH AUSTRALIA,PORT LINCOLN,156.37,N/A,N/A,183.30,161.56,N/A,2026-01-16
TASMANIA,DEVONPORT,154.58,164.68,N/A,N/A,160.22,N/A,2026-01-16
TASMANIA,HOBART,154.67,164.74,N/A,180.64,159.56,N/A,2026-01-16
VICTORIA,GEELONG,148.05,155.58,N/A,170.16,152.97,N/A,2026-01-16
VICTORIA,MELBOURNE,148.05,155.58,149.23,170.16,152.97,N/A,2026-01-16
WESTERN AUSTRALIA,BROOME,192.98,202.35,N/A,N/A,184.28,N/A,2026-01-16
WESTERN AUSTRALIA,COCOS Island,N/A,366.56,N/A,N/A,204.50,N/A,2026-01-16
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,174.24,N/A,2026-01-16
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,157.26,N/A,2026-01-16
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,174.24,N/A,2026-01-16
WESTERN AUSTRALIA,PERTH,149.92,161.60,N/A,175.99,153.49,N/A,2026-01-16
WESTERN AUSTRALIA,PORT HEDLAND,176.46,N/A,N/A,N/A,181.64,N/A,2026-01-16
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,153.56,N/A,2026-01-15
NEW SOUTH WALES,SYDNEY,150.37,158.00,150.82,172.04,153.46,N/A,2026-01-15
NORTHERN TERRITORY,DARWIN,154.89,163.67,N/A,N/A,159.13,N/A,2026-01-15
QUEENSLAND,BRISBANE,148.61,156.16,149.79,170.41,152.20,161.04,2026-01-15
QUEENSLAND,CAIRNS,154.89,168.39,N/A,N/A,157.70,N/A,2026-01-15
QUEENSLAND,GLADSTONE,154.30,161.98,N/A,N/A,155.96,N/A,2026-01-15
QUEENSLAND,MACKAY,154.90,N/A,N/A,N/A,156.13,N/A,2026-01-15
QUEENSLAND,TOWNSVILLE,154.20,163.57,N/A,180.62,157.15,N/A,2026-01-15
QUEENSLAND,WEIPA,177.22,N/A,N/A,N/A,166.77,N/A,2026-01-15
SOUTH AUSTRALIA,ADELAIDE,149.73,158.63,151.51,173.82,154.01,N/A,2026-01-15
SOUTH AUSTRALIA,PORT LINCOLN,156.06,N/A,N/A,183.02,161.05,N/A,2026-01-15
TASMANIA,DEVONPORT,154.29,164.38,N/A,N/A,159.73,N/A,2026-01-15
TASMANIA,HOBART,154.37,164.44,N/A,180.33,159.07,N/A,2026-01-15
VICTORIA,GEELONG,147.77,155.31,N/A,169.87,152.50,N/A,2026-01-15
VICTORIA,MELBOURNE,147.77,155.31,148.96,169.87,152.50,N/A,2026-01-15
WESTERN AUSTRALIA,BROOME,192.36,201.72,N/A,N/A,183.77,N/A,2026-01-15
WESTERN AUSTRALIA,COCOS Island,N/A,366.33,N/A,N/A,204.10,N/A,2026-01-15
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,173.80,N/A,2026-01-15
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,156.81,N/A,2026-01-15
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,173.80,N/A,2026-01-15
WESTERN AUSTRALIA,PERTH,149.66,161.35,N/A,175.74,153.05,N/A,2026-01-15
WESTERN AUSTRALIA,PORT HEDLAND,175.99,N/A,N/A,N/A,181.19,N/A,2026-01-15
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,153.21,N/A,2026-01-14
NEW SOUTH WALES,SYDNEY,150.08,157.87,150.54,171.92,153.11,N/A,2026-01-14
NORTHERN TERRITORY,DARWIN,154.62,163.55,N/A,N/A,158.79,N/A,2026-01-14
QUEENSLAND,BRISBANE,148.32,156.02,149.50,170.29,151.84,160.71,2026-01-14
QUEENSLAND,CAIRNS,154.62,168.27,N/A,N/A,157.34,N/A,2026-01-14
QUEENSLAND,GLADSTONE,154.01,161.84,N/A,N/A,155.61,N/A,2026-01-14
QUEENSLAND,MACKAY,154.62,N/A,N/A,N/A,155.78,N/A,2026-01-14
QUEENSLAND,TOWNSVILLE,153.92,163.44,N/A,180.50,156.79,N/A,2026-01-14
QUEENSLAND,WEIPA,176.92,N/A,N/A,N/A,166.41,N/A,2026-01-14
SOUTH AUSTRALIA,ADELAIDE,149.45,158.50,151.24,173.70,153.66,N/A,2026-01-14
SOUTH AUSTRALIA,PORT LINCOLN,155.77,N/A,N/A,182.90,160.70,N/A,2026-01-14
TASMANIA,DEVONPORT,154.00,164.25,N/A,N/A,159.37,N/A,2026-01-14
TASMANIA,HOBART,154.09,164.31,N/A,180.21,158.71,N/A,2026-01-14
VICTORIA,GEELONG,147.49,155.18,N/A,169.75,152.15,N/A,2026-01-14
VICTORIA,MELBOURNE,147.49,155.18,148.68,169.75,152.15,N/A,2026-01-14
WESTERN AUSTRALIA,BROOME,191.98,201.50,N/A,N/A,183.40,N/A,2026-01-14
WESTERN AUSTRALIA,COCOS Island,N/A,366.22,N/A,N/A,203.79,N/A,2026-01-14
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,173.46,N/A,2026-01-14
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,156.45,N/A,2026-01-14
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,173.46,N/A,2026-01-14
WESTERN AUSTRALIA,PERTH,149.39,161.23,N/A,175.63,152.71,N/A,2026-01-14
WESTERN AUSTRALIA,PORT HEDLAND,175.65,N/A,N/A,N/A,180.84,N/A,2026-01-14
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,153.13,N/A,2026-01-13
NEW SOUTH WALES,SYDNEY,149.95,157.89,150.40,171.94,153.04,N/A,2026-01-13
NORTHERN TERRITORY,DARWIN,154.51,163.59,N/A,N/A,158.72,N/A,2026-01-13
QUEENSLAND,BRISBANE,148.20,156.06,149.38,170.32,151.78,160.64,2026-01-13
QUEENSLAND,CAIRNS,154.48,168.29,N/A,N/A,157.27,N/A,2026-01-13
QUEENSLAND,GLADSTONE,153.88,161.87,N/A,N/A,155.54,N/A,2026-01-13
QUEENSLAND,MACKAY,154.48,N/A,N/A,N/A,155.72,N/A,2026-01-13
QUEENSLAND,TOWNSVILLE,153.79,163.46,N/A,180.52,156.72,N/A,2026-01-13
QUEENSLAND,WEIPA,176.78,N/A,N/A,N/A,166.31,N/A,2026-01-13
SOUTH AUSTRALIA,ADELAIDE,149.31,158.52,151.12,173.72,153.58,N/A,2026-01-13
SOUTH AUSTRALIA,PORT LINCOLN,155.64,N/A,N/A,182.92,160.61,N/A,2026-01-13
TASMANIA,DEVONPORT,153.87,164.27,N/A,N/A,159.29,N/A,2026-01-13
TASMANIA,HOBART,153.96,164.33,N/A,180.24,158.63,N/A,2026-01-13
VICTORIA,GEELONG,147.37,155.21,N/A,169.79,152.09,N/A,2026-01-13
VICTORIA,MELBOURNE,147.37,155.21,148.56,169.79,152.09,N/A,2026-01-13
